"schema_nm","table_nm","obj_typ","ord_pos","keys","column_nm","data_typ","nullable","description"
"xamdit_server","sales_activity","TBL","006"," ","staff","nvarchar(11)","NULL",
"xamdit_server","sales_activity","TBL","007"," ","full_name","nvarchar(100)","NULL",
"xamdit_server","sales_activity","TBL","008"," ","date","datetime2(7)","NOT NULL",
"xamdit_server","services","TBL","001","PK","service_id","int(10)","NOT NULL",
"xamdit_server","services","TBL","002"," ","name","nvarchar(50)","NOT NULL",
"xamdit_server","sessions","TBL","001","PK","id","nvarchar(128)","NOT NULL",
"xamdit_server","sessions","TBL","002"," ","ip_address","nvarchar(45)","NOT NULL",
"xamdit_server","sessions","TBL","003"," ","timestamp","int(10)","NOT NULL",
"xamdit_server","sessions","TBL","004"," ","data","varbinary(-1)","NOT NULL",
"xamdit_server","shared_customer_files","TBL","001"," ","file_id","int(10)","NOT NULL",
"xamdit_server","shared_customer_files","TBL","002","FK","contact_id","int(10)","NOT NULL",
"xamdit_server","spam_filters","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","spam_filters","TBL","002"," ","type","nvarchar(40)","NOT NULL",
"xamdit_server","spam_filters","TBL","003"," ","rel_type","nvarchar(10)","NOT NULL",
"xamdit_server","spam_filters","TBL","004"," ","value","nvarchar(-1)","NOT NULL",
"xamdit_server","staff","TBL","001","PK","staff_id","int(10)","NOT NULL",
"xamdit_server","staff","TBL","002"," ","email","nvarchar(100)","NOT NULL",
"xamdit_server","staff","TBL","003"," ","firstname","nvarchar(50)","NOT NULL",
"xamdit_server","staff","TBL","004"," ","lastname","nvarchar(50)","NOT NULL",
"xamdit_server","staff","TBL","005"," ","facebook","nvarchar(-1)","NULL",
"xamdit_server","staff","TBL","006"," ","linkedin","nvarchar(-1)","NULL",
"xamdit_server","staff","TBL","007"," ","phonenumber","nvarchar(30)","NULL",
"xamdit_server","staff","TBL","008"," ","skype","nvarchar(50)","NULL",
"xamdit_server","staff","TBL","009"," ","password","nvarchar(250)","NOT NULL",
"xamdit_server","staff","TBL","010"," ","date_created","datetime2(7)","NOT NULL",
"xamdit_server","staff","TBL","011"," ","profile_image","nvarchar(191)","NULL",
"xamdit_server","staff","TBL","012"," ","last_ip","nvarchar(40)","NULL",
"xamdit_server","staff","TBL","013"," ","last_login","datetime2(7)","NULL",
"xamdit_server","staff","TBL","014"," ","last_activity","datetime2(7)","NULL",
"xamdit_server","staff","TBL","015"," ","last_password_change","datetime2(7)","NULL",
"xamdit_server","staff","TBL","016"," ","new_pass_key","nvarchar(32)","NULL",
"xamdit_server","staff","TBL","017"," ","new_pass_key_requested","datetime2(7)","NULL",
"xamdit_server","staff","TBL","018"," ","role","int(10)","NULL",
"xamdit_server","staff","TBL","019"," ","active","int(10)","NOT NULL",
"xamdit_server","staff","TBL","020"," ","default_language","nvarchar(40)","NULL",
"xamdit_server","staff","TBL","021"," ","direction","nvarchar(3)","NULL",
"xamdit_server","staff","TBL","022"," ","media_path_slug","nvarchar(191)","NULL",
"xamdit_server","staff","TBL","023"," ","is_not_staff","int(10)","NOT NULL",
"xamdit_server","staff","TBL","024"," ","hourly_rate","decimal(15,2)","NOT NULL",
"xamdit_server","staff","TBL","025"," ","two_factor_auth_enabled","real(24)","NULL",
"xamdit_server","staff","TBL","026"," ","two_factor_auth_code","nvarchar(100)","NULL",
"xamdit_server","staff","TBL","027"," ","two_factor_auth_code_requested","datetime2(7)","NULL",
"xamdit_server","staff","TBL","028"," ","email_signature","nvarchar(-1)","NULL",
"xamdit_server","staff","TBL","029"," ","is_admin","real(24)","NOT NULL",
"xamdit_server","staff_departments","TBL","001","FK","staff_id","int(10)","NOT NULL",
"xamdit_server","staff_departments","TBL","002","FK","department_id","int(10)","NOT NULL",
"xamdit_server","staff_departments","TBL","003","PK","id","int(10)","NOT NULL",
"xamdit_server","staff_permissions","TBL","001","FK","staff_id","int(10)","NOT NULL",
"xamdit_server","staff_permissions","TBL","002"," ","feature","nvarchar(40)","NOT NULL",
"xamdit_server","staff_permissions","TBL","003"," ","capability","nvarchar(100)","NOT NULL",
"xamdit_server","subscriptions","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","subscriptions","TBL","002"," ","name","nvarchar(191)","NOT NULL",
"xamdit_server","subscriptions","TBL","003"," ","description","nvarchar(-1)","NULL",
"xamdit_server","subscriptions","TBL","004"," ","description_in_item","real(24)","NOT NULL",
"xamdit_server","subscriptions","TBL","005","FK","client_id","int(10)","NOT NULL",
"xamdit_server","subscriptions","TBL","006"," ","date","datetime2(7)","NULL",
"xamdit_server","subscriptions","TBL","007"," ","currency","int(10)","NOT NULL",
"xamdit_server","subscriptions","TBL","008"," ","tax_id","int(10)","NOT NULL",
"xamdit_server","subscriptions","TBL","009"," ","stripe_plan_id","nvarchar(-1)","NULL",
"xamdit_server","subscriptions","TBL","010"," ","stripe_subscription_id","nvarchar(-1)","NOT NULL",
"xamdit_server","subscriptions","TBL","011"," ","next_billing_cycle","bigint(19)","NULL",
"xamdit_server","subscriptions","TBL","012"," ","ends_at","bigint(19)","NULL",
"xamdit_server","subscriptions","TBL","013"," ","status","nvarchar(50)","NULL",
"xamdit_server","subscriptions","TBL","014"," ","quantity","int(10)","NOT NULL",
"xamdit_server","subscriptions","TBL","015"," ","project_id","int(10)","NOT NULL",
"xamdit_server","subscriptions","TBL","016"," ","hash","nvarchar(32)","NOT NULL",
"xamdit_server","subscriptions","TBL","017"," ","created","datetime2(7)","NOT NULL",
"xamdit_server","subscriptions","TBL","018"," ","created_from","int(10)","NOT NULL",
"xamdit_server","subscriptions","TBL","019"," ","date_subscribed","datetime2(7)","NULL",
"xamdit_server","taggables","TBL","001"," ","rel_id","int(10)","NOT NULL",
"xamdit_server","taggables","TBL","002"," ","rel_type","nvarchar(20)","NOT NULL",
"xamdit_server","taggables","TBL","003"," ","tag_id","int(10)","NOT NULL",
"xamdit_server","taggables","TBL","004"," ","tag_order","int(10)","NOT NULL",
"xamdit_server","tags","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","tags","TBL","002"," ","name","nvarchar(100)","NOT NULL",
"xamdit_server","task_assigned","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","task_assigned","TBL","002","FK","staff_id","int(10)","NOT NULL",
"xamdit_server","task_assigned","TBL","003","FK","task_id","int(10)","NOT NULL",
"xamdit_server","task_assigned","TBL","004"," ","assigned_from","int(10)","NOT NULL",
"xamdit_server","task_assigned","TBL","005"," ","is_assigned_from_contact","real(24)","NOT NULL",
"xamdit_server","task_checklist_items","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","task_checklist_items","TBL","002","FK","task_id","int(10)","NOT NULL",
"xamdit_server","task_checklist_items","TBL","003"," ","description","nvarchar(-1)","NOT NULL",
"xamdit_server","task_checklist_items","TBL","004"," ","finished","int(10)","NOT NULL",
"xamdit_server","task_checklist_items","TBL","005"," ","date_added","datetime2(7)","NOT NULL",
"xamdit_server","task_checklist_items","TBL","006"," ","added_from","int(10)","NOT NULL",
"xamdit_server","task_checklist_items","TBL","007"," ","finished_from","int(10)","NULL",
"xamdit_server","task_checklist_items","TBL","008"," ","list_order","int(10)","NOT NULL",
"xamdit_server","task_comments","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","task_comments","TBL","002"," ","content","nvarchar(-1)","NOT NULL",
"xamdit_server","task_comments","TBL","003","FK","task_id","int(10)","NOT NULL",
"xamdit_server","task_comments","TBL","004","FK","staff_id","int(10)","NOT NULL",
"xamdit_server","task_comments","TBL","005","FK","contact_id","int(10)","NOT NULL",
"xamdit_server","task_comments","TBL","006"," ","file_id","int(10)","NOT NULL",
"xamdit_server","task_comments","TBL","007"," ","date_added","datetime2(7)","NOT NULL",
"xamdit_server","task_followers","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","task_followers","TBL","002","FK","staff_id","int(10)","NOT NULL",
"xamdit_server","task_followers","TBL","003","FK","task_id","int(10)","NOT NULL",
"xamdit_server","tasks","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","tasks","TBL","002"," ","name","nvarchar(-1)","NULL",
"xamdit_server","tasks","TBL","003"," ","description","nvarchar(-1)","NULL",
"xamdit_server","tasks","TBL","004"," ","priority","int(10)","NULL",
"xamdit_server","tasks","TBL","005"," ","date_added","datetime2(7)","NOT NULL",
"xamdit_server","tasks","TBL","006"," ","start_date","datetime2(7)","NOT NULL",
"xamdit_server","tasks","TBL","007"," ","due_date","datetime2(7)","NULL",
"xamdit_server","tasks","TBL","008"," ","date_finished","datetime2(7)","NULL",
"xamdit_server","tasks","TBL","009"," ","added_from","int(10)","NOT NULL",
"xamdit_server","tasks","TBL","010"," ","is_added_from_contact","real(24)","NOT NULL",
"xamdit_server","tasks","TBL","011"," ","status","int(10)","NOT NULL",
"xamdit_server","tasks","TBL","012"," ","recurring_type","nvarchar(10)","NULL",
"xamdit_server","tasks","TBL","013"," ","repeat_every","int(10)","NULL",
"xamdit_server","tasks","TBL","014"," ","recurring","int(10)","NOT NULL",
"xamdit_server","tasks","TBL","015"," ","is_recurring_from","int(10)","NULL",
"xamdit_server","tasks","TBL","016"," ","cycles","int(10)","NOT NULL",
"xamdit_server","tasks","TBL","017"," ","total_cycles","int(10)","NOT NULL",
"xamdit_server","tasks","TBL","018"," ","custom_recurring","real(24)","NOT NULL",
"xamdit_server","tasks","TBL","019"," ","last_recurring_date","datetime2(7)","NULL",
"xamdit_server","tasks","TBL","020"," ","rel_id","int(10)","NULL",
"xamdit_server","tasks","TBL","021"," ","rel_type","nvarchar(30)","NULL",
"xamdit_server","tasks","TBL","022"," ","is_public","real(24)","NOT NULL",
"xamdit_server","tasks","TBL","023"," ","billable","real(24)","NOT NULL",
"xamdit_server","tasks","TBL","024"," ","billed","real(24)","NOT NULL",
"xamdit_server","tasks","TBL","025","FK","invoice_id","int(10)","NOT NULL",
"xamdit_server","tasks","TBL","026"," ","hourly_rate","decimal(15,2)","NOT NULL",
"xamdit_server","tasks","TBL","027"," ","milestone","int(10)","NULL",
"xamdit_server","tasks","TBL","028"," ","kanban_order","int(10)","NOT NULL",
"xamdit_server","tasks","TBL","029"," ","milestone_order","int(10)","NOT NULL",
"xamdit_server","tasks","TBL","030"," ","visible_to_client","real(24)","NOT NULL",
"xamdit_server","tasks","TBL","031"," ","deadline_notified","int(10)","NOT NULL",
"xamdit_server","tasks_checklist_templates","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","tasks_checklist_templates","TBL","002"," ","description","nvarchar(-1)","NULL",
"xamdit_server","tasks_timers","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","tasks_timers","TBL","002","FK","task_id","int(10)","NOT NULL",
"xamdit_server","tasks_timers","TBL","003"," ","start_time","nvarchar(64)","NOT NULL",
"xamdit_server","tasks_timers","TBL","004"," ","end_time","nvarchar(64)","NULL",
"xamdit_server","tasks_timers","TBL","005","FK","staff_id","int(10)","NOT NULL",
"xamdit_server","tasks_timers","TBL","006"," ","hourly_rate","decimal(15,2)","NOT NULL",
"xamdit_server","tasks_timers","TBL","007"," ","note","nvarchar(-1)","NULL",
"xamdit_server","taxes","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","taxes","TBL","002"," ","name","nvarchar(100)","NOT NULL",
"xamdit_server","taxes","TBL","003"," ","tax_rate","decimal(15,2)","NOT NULL",
"xamdit_server","ticket_attachments","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","ticket_attachments","TBL","002","FK","ticket_id","int(10)","NOT NULL",
"xamdit_server","ticket_attachments","TBL","003"," ","replyid","int(10)","NULL",
"xamdit_server","ticket_attachments","TBL","004"," ","file_name","nvarchar(191)","NOT NULL",
"xamdit_server","ticket_attachments","TBL","005"," ","file_type","nvarchar(50)","NULL",
"xamdit_server","ticket_attachments","TBL","006"," ","date_added","datetime2(7)","NOT NULL",
"xamdit_server","ticket_replies","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","ticket_replies","TBL","002"," ","ticket_id","int(10)","NOT NULL",
"xamdit_server","ticket_replies","TBL","003"," ","user_id","int(10)","NULL",
"xamdit_server","ticket_replies","TBL","004","FK","contact_id","int(10)","NOT NULL",
"xamdit_server","ticket_replies","TBL","005"," ","name","nvarchar(-1)","NULL",
"xamdit_server","ticket_replies","TBL","006"," ","email","nvarchar(-1)","NULL",
"xamdit_server","ticket_replies","TBL","007"," ","date","datetime2(7)","NOT NULL",
"xamdit_server","ticket_replies","TBL","008"," ","message","nvarchar(-1)","NULL",
"xamdit_server","ticket_replies","TBL","009"," ","attachment","int(10)","NULL",
"xamdit_server","ticket_replies","TBL","010"," ","admin","int(10)","NULL",
"xamdit_server","tickets","TBL","001","PK","ticket_id","int(10)","NOT NULL",
"xamdit_server","tickets","TBL","002"," ","adminreplying","int(10)","NOT NULL",
"xamdit_server","tickets","TBL","003"," ","user_id","int(10)","NOT NULL",
"xamdit_server","tickets","TBL","004","FK","contact_id","int(10)","NOT NULL",
"xamdit_server","tickets","TBL","005"," ","email","nvarchar(-1)","NULL",
"xamdit_server","tickets","TBL","006"," ","name","nvarchar(-1)","NULL",
"xamdit_server","tickets","TBL","007"," ","department","int(10)","NOT NULL",
"xamdit_server","tickets","TBL","008"," ","priority","int(10)","NOT NULL",
"xamdit_server","tickets","TBL","009"," ","status","int(10)","NOT NULL",
"xamdit_server","tickets","TBL","010"," ","service","int(10)","NULL",
"xamdit_server","tickets","TBL","011"," ","ticketkey","nvarchar(32)","NOT NULL",
"xamdit_server","tickets","TBL","012"," ","subject","nvarchar(191)","NOT NULL",
"xamdit_server","tickets","TBL","013"," ","message","nvarchar(-1)","NULL",
"xamdit_server","tickets","TBL","014"," ","admin","int(10)","NULL",
"xamdit_server","tickets","TBL","015"," ","date","datetime2(7)","NOT NULL",
"xamdit_server","tickets","TBL","016","FK","project_id","int(10)","NOT NULL",
"xamdit_server","tickets","TBL","017"," ","last_reply","datetime2(7)","NULL",
"xamdit_server","tickets","TBL","018"," ","client_read","int(10)","NOT NULL",
"xamdit_server","tickets","TBL","019"," ","admin_read","int(10)","NOT NULL",
"xamdit_server","tickets","TBL","020"," ","assigned","int(10)","NOT NULL",
"xamdit_server","tickets_pipe_log","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","tickets_pipe_log","TBL","002"," ","date","datetime2(7)","NOT NULL",
"xamdit_server","tickets_pipe_log","TBL","003"," ","email_to","nvarchar(100)","NOT NULL",
"xamdit_server","tickets_pipe_log","TBL","004"," ","name","nvarchar(191)","NOT NULL",
"xamdit_server","tickets_pipe_log","TBL","005"," ","subject","nvarchar(191)","NOT NULL",
"xamdit_server","tickets_pipe_log","TBL","006"," ","message","nvarchar(-1)","NOT NULL",
"xamdit_server","tickets_pipe_log","TBL","007"," ","email","nvarchar(100)","NOT NULL",
"xamdit_server","tickets_pipe_log","TBL","008"," ","status","nvarchar(100)","NOT NULL",
"xamdit_server","tickets_predefined_replies","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","tickets_predefined_replies","TBL","002"," ","name","nvarchar(191)","NOT NULL",
"xamdit_server","tickets_predefined_replies","TBL","003"," ","message","nvarchar(-1)","NOT NULL",
"xamdit_server","tickets_priorities","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","tickets_priorities","TBL","002"," ","name","nvarchar(50)","NOT NULL",
"xamdit_server","tickets_status","TBL","001","PK","tickets_status_id","int(10)","NOT NULL",
"xamdit_server","tickets_status","TBL","002"," ","name","nvarchar(50)","NOT NULL",
"xamdit_server","tickets_status","TBL","003"," ","is_default","int(10)","NOT NULL",
"xamdit_server","tickets_status","TBL","004"," ","status_order","int(10)","NULL",
"xamdit_server","tickets_status","TBL","005"," ","status_color","nvarchar(7)","NULL",
"xamdit_server","todos","TBL","001","PK","todo_id","int(10)","NOT NULL",
"xamdit_server","todos","TBL","002"," ","description","nvarchar(-1)","NOT NULL",
"xamdit_server","todos","TBL","003","FK","staff_id","int(10)","NOT NULL",
"xamdit_server","todos","TBL","004"," ","date_added","datetime2(7)","NOT NULL",
"xamdit_server","todos","TBL","005"," ","finished","real(24)","NOT NULL",
"xamdit_server","todos","TBL","006"," ","date_finished","datetime2(7)","NULL",
"xamdit_server","todos","TBL","007"," ","item_order","int(10)","NULL",
"xamdit_server","tracked_mails","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","tracked_mails","TBL","002"," ","uid","nvarchar(32)","NOT NULL",
"xamdit_server","tracked_mails","TBL","003"," ","rel_id","int(10)","NOT NULL",
"xamdit_server","tracked_mails","TBL","004"," ","rel_type","nvarchar(40)","NOT NULL",
"xamdit_server","tracked_mails","TBL","005"," ","date","datetime2(7)","NOT NULL",
"xamdit_server","tracked_mails","TBL","006"," ","email","nvarchar(100)","NOT NULL",
"xamdit_server","tracked_mails","TBL","007"," ","opened","real(24)","NOT NULL",
"xamdit_server","tracked_mails","TBL","008"," ","date_opened","datetime2(7)","NULL",
"xamdit_server","tracked_mails","TBL","009"," ","subject","nvarchar(-1)","NULL",
"xamdit_server","user_auto_login","TBL","001"," ","key_id","nchar(32)","NOT NULL",
"xamdit_server","user_auto_login","TBL","002"," ","user_id","int(10)","NOT NULL",
"xamdit_server","user_auto_login","TBL","003"," ","user_agent","nvarchar(150)","NOT NULL",
"xamdit_server","user_auto_login","TBL","004"," ","last_ip","nvarchar(40)","NOT NULL",
"xamdit_server","user_auto_login","TBL","005"," ","last_login","datetime2(7)","NOT NULL",
"xamdit_server","user_auto_login","TBL","006"," ","staff","int(10)","NOT NULL",
"xamdit_server","user_meta","TBL","001","PK","umeta_id","bigint(19)","NOT NULL",
"xamdit_server","user_meta","TBL","002"," ","staff_id","bigint(19)","NOT NULL",
"xamdit_server","user_meta","TBL","003"," ","client_id","bigint(19)","NOT NULL",
"xamdit_server","user_meta","TBL","004"," ","contact_id","bigint(19)","NOT NULL",
"xamdit_server","user_meta","TBL","005"," ","meta_key","nvarchar(191)","NULL",
"xamdit_server","user_meta","TBL","006"," ","meta_value","nvarchar(-1)","NULL",
"xamdit_server","vault","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","vault","TBL","002"," ","customer_id","int(10)","NOT NULL",
"xamdit_server","vault","TBL","003"," ","server_address","nvarchar(191)","NOT NULL",
"xamdit_server","vault","TBL","004"," ","port","int(10)","NULL",
"xamdit_server","vault","TBL","005"," ","username","nvarchar(191)","NOT NULL",
"xamdit_server","vault","TBL","006"," ","password","nvarchar(-1)","NOT NULL",
"xamdit_server","vault","TBL","007"," ","description","nvarchar(-1)","NULL",
"xamdit_server","vault","TBL","008"," ","creator","int(10)","NOT NULL",
"xamdit_server","vault","TBL","009"," ","creator_name","nvarchar(100)","NULL",
"xamdit_server","vault","TBL","010"," ","visibility","real(24)","NOT NULL",
"xamdit_server","vault","TBL","011"," ","share_in_projects","real(24)","NOT NULL",
"xamdit_server","vault","TBL","012"," ","last_updated","datetime2(7)","NULL",
"xamdit_server","vault","TBL","013"," ","last_updated_from","nvarchar(100)","NULL",
"xamdit_server","vault","TBL","014"," ","date_created","datetime2(7)","NOT NULL",
"xamdit_server","views_tracking","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","views_tracking","TBL","002"," ","rel_id","int(10)","NOT NULL",
"xamdit_server","views_tracking","TBL","003"," ","rel_type","nvarchar(40)","NOT NULL",
"xamdit_server","views_tracking","TBL","004"," ","date","datetime2(7)","NOT NULL",
"xamdit_server","views_tracking","TBL","005"," ","view_ip","nvarchar(40)","NOT NULL",
"xamdit_server","web_to_lead","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","web_to_lead","TBL","002"," ","form_key","nvarchar(32)","NOT NULL",
"xamdit_server","web_to_lead","TBL","003"," ","lead_source","int(10)","NOT NULL",
"xamdit_server","web_to_lead","TBL","004"," ","lead_status","int(10)","NOT NULL",
"xamdit_server","web_to_lead","TBL","005"," ","notify_lead_imported","int(10)","NOT NULL",
"xamdit_server","web_to_lead","TBL","006"," ","notify_type","nvarchar(20)","NULL",
"xamdit_server","web_to_lead","TBL","007"," ","notify_ids","nvarchar(-1)","NULL",
"xamdit_server","web_to_lead","TBL","008"," ","responsible","int(10)","NOT NULL",
"xamdit_server","web_to_lead","TBL","009"," ","name","nvarchar(191)","NOT NULL",
"xamdit_server","web_to_lead","TBL","010"," ","form_data","nvarchar(-1)","NULL",
"xamdit_server","web_to_lead","TBL","011"," ","recaptcha","int(10)","NOT NULL",
"xamdit_server","web_to_lead","TBL","012"," ","submit_btn_name","nvarchar(40)","NULL",
"xamdit_server","web_to_lead","TBL","013"," ","success_submit_msg","nvarchar(-1)","NULL",
"xamdit_server","web_to_lead","TBL","014"," ","language","nvarchar(40)","NULL",
"xamdit_server","web_to_lead","TBL","015"," ","allow_duplicate","int(10)","NOT NULL",
"xamdit_server","web_to_lead","TBL","016"," ","mark_public","int(10)","NOT NULL",
"xamdit_server","web_to_lead","TBL","017"," ","track_duplicate_field","nvarchar(20)","NULL",
"xamdit_server","web_to_lead","TBL","018"," ","track_duplicate_field_and","nvarchar(20)","NULL",
"xamdit_server","web_to_lead","TBL","019"," ","create_task_on_duplicate","int(10)","NOT NULL",
"xamdit_server","web_to_lead","TBL","020"," ","date_added","datetime2(7)","NOT NULL",
