"schema_nm","table_nm","obj_typ","ord_pos","keys","column_nm","data_typ","nullable","description"
"xamdit_server","invoices","TBL","047"," ","shipping_country","int(10)","NULL",
"xamdit_server","invoices","TBL","048"," ","include_shipping","real(24)","NOT NULL",
"xamdit_server","invoices","TBL","049"," ","show_shipping_on_invoice","real(24)","NOT NULL",
"xamdit_server","invoices","TBL","050"," ","show_quantity_as","int(10)","NOT NULL",
"xamdit_server","invoices","TBL","051"," ","project_id","int(10)","NULL",
"xamdit_server","invoices","TBL","052"," ","subscription_id","int(10)","NOT NULL",
"xamdit_server","item_tax","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","item_tax","TBL","002"," ","item_id","int(10)","NOT NULL",
"xamdit_server","item_tax","TBL","003"," ","rel_id","int(10)","NOT NULL",
"xamdit_server","item_tax","TBL","004"," ","rel_type","nvarchar(20)","NOT NULL",
"xamdit_server","item_tax","TBL","005"," ","tax_rate","decimal(15,2)","NOT NULL",
"xamdit_server","item_tax","TBL","006"," ","tax_name","nvarchar(100)","NOT NULL",
"xamdit_server","itemable","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","itemable","TBL","002"," ","rel_id","int(10)","NOT NULL",
"xamdit_server","itemable","TBL","003"," ","rel_type","nvarchar(15)","NOT NULL",
"xamdit_server","itemable","TBL","004"," ","description","nvarchar(-1)","NOT NULL",
"xamdit_server","itemable","TBL","005"," ","long_description","nvarchar(-1)","NULL",
"xamdit_server","itemable","TBL","006"," ","qty","decimal(15,2)","NOT NULL",
"xamdit_server","itemable","TBL","007"," ","rate","decimal(15,2)","NOT NULL",
"xamdit_server","itemable","TBL","008"," ","unit","nvarchar(40)","NULL",
"xamdit_server","itemable","TBL","009"," ","item_order","int(10)","NULL",
"xamdit_server","items","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","items","TBL","002"," ","description","nvarchar(-1)","NOT NULL",
"xamdit_server","items","TBL","003"," ","long_description","nvarchar(-1)","NULL",
"xamdit_server","items","TBL","004"," ","rate","decimal(15,2)","NOT NULL",
"xamdit_server","items","TBL","005"," ","tax","int(10)","NULL",
"xamdit_server","items","TBL","006"," ","tax2","int(10)","NULL",
"xamdit_server","items","TBL","007"," ","unit","nvarchar(40)","NULL",
"xamdit_server","items","TBL","008"," ","group_id","int(10)","NOT NULL",
"xamdit_server","items_groups","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","items_groups","TBL","002"," ","name","nvarchar(50)","NOT NULL",
"xamdit_server","knowedge_base_article_feedback","TBL","001","PK","article_answer_id","int(10)","NOT NULL",
"xamdit_server","knowedge_base_article_feedback","TBL","002"," ","article_id","int(10)","NOT NULL",
"xamdit_server","knowedge_base_article_feedback","TBL","003"," ","answer","int(10)","NOT NULL",
"xamdit_server","knowedge_base_article_feedback","TBL","004"," ","ip","nvarchar(40)","NOT NULL",
"xamdit_server","knowedge_base_article_feedback","TBL","005"," ","date","datetime2(7)","NOT NULL",
"xamdit_server","knowledge_base","TBL","001","PK","article_id","int(10)","NOT NULL",
"xamdit_server","knowledge_base","TBL","002"," ","article_group","int(10)","NOT NULL",
"xamdit_server","knowledge_base","TBL","003"," ","subject","nvarchar(-1)","NOT NULL",
"xamdit_server","knowledge_base","TBL","004"," ","description","nvarchar(-1)","NOT NULL",
"xamdit_server","knowledge_base","TBL","005"," ","slug","nvarchar(-1)","NOT NULL",
"xamdit_server","knowledge_base","TBL","006"," ","active","real(24)","NOT NULL",
"xamdit_server","knowledge_base","TBL","007"," ","date_created","datetime2(7)","NOT NULL",
"xamdit_server","knowledge_base","TBL","008"," ","article_order","int(10)","NOT NULL",
"xamdit_server","knowledge_base","TBL","009"," ","staff_article","int(10)","NOT NULL",
"xamdit_server","knowledge_base_groups","TBL","001","PK","group_id","int(10)","NOT NULL",
"xamdit_server","knowledge_base_groups","TBL","002"," ","name","nvarchar(191)","NOT NULL",
"xamdit_server","knowledge_base_groups","TBL","003"," ","group_slug","nvarchar(-1)","NULL",
"xamdit_server","knowledge_base_groups","TBL","004"," ","description","nvarchar(-1)","NULL",
"xamdit_server","knowledge_base_groups","TBL","005"," ","active","real(24)","NOT NULL",
"xamdit_server","knowledge_base_groups","TBL","006"," ","color","nvarchar(10)","NULL",
"xamdit_server","knowledge_base_groups","TBL","007"," ","group_order","int(10)","NULL",
"xamdit_server","lead_activity_log","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","lead_activity_log","TBL","002","FK","lead_id","int(10)","NOT NULL",
"xamdit_server","lead_activity_log","TBL","003"," ","description","nvarchar(-1)","NOT NULL",
"xamdit_server","lead_activity_log","TBL","004"," ","additional_data","nvarchar(-1)","NULL",
"xamdit_server","lead_activity_log","TBL","005"," ","date","datetime2(7)","NOT NULL",
"xamdit_server","lead_activity_log","TBL","006","FK","staff_id","int(10)","NOT NULL",
"xamdit_server","lead_activity_log","TBL","007"," ","full_name","nvarchar(100)","NULL",
"xamdit_server","lead_activity_log","TBL","008"," ","custom_activity","real(24)","NOT NULL",
"xamdit_server","lead_integration_emails","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","lead_integration_emails","TBL","002"," ","subject","nvarchar(-1)","NULL",
"xamdit_server","lead_integration_emails","TBL","003"," ","body","nvarchar(-1)","NULL",
"xamdit_server","lead_integration_emails","TBL","004"," ","date_added","datetime2(7)","NOT NULL",
"xamdit_server","lead_integration_emails","TBL","005","FK","lead_id","int(10)","NOT NULL",
"xamdit_server","lead_integration_emails","TBL","006"," ","email_id","int(10)","NOT NULL",
"xamdit_server","leads","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","leads","TBL","002"," ","hash","nvarchar(65)","NULL",
"xamdit_server","leads","TBL","003"," ","name","nvarchar(191)","NOT NULL",
"xamdit_server","leads","TBL","004"," ","title","nvarchar(100)","NULL",
"xamdit_server","leads","TBL","005"," ","company","nvarchar(191)","NULL",
"xamdit_server","leads","TBL","006"," ","description","nvarchar(-1)","NULL",
"xamdit_server","leads","TBL","007"," ","country","int(10)","NOT NULL",
"xamdit_server","leads","TBL","008"," ","zip","nvarchar(15)","NULL",
"xamdit_server","leads","TBL","009"," ","city","nvarchar(100)","NULL",
"xamdit_server","leads","TBL","010"," ","state","nvarchar(50)","NULL",
"xamdit_server","leads","TBL","011"," ","address","nvarchar(100)","NULL",
"xamdit_server","leads","TBL","012"," ","assigned","int(10)","NOT NULL",
"xamdit_server","leads","TBL","013"," ","date_added","datetime2(7)","NOT NULL",
"xamdit_server","leads","TBL","014"," ","from_form_id","int(10)","NOT NULL",
"xamdit_server","leads","TBL","015"," ","status","int(10)","NOT NULL",
"xamdit_server","leads","TBL","016"," ","source","int(10)","NOT NULL",
"xamdit_server","leads","TBL","017"," ","last_contact","datetime2(7)","NULL",
"xamdit_server","leads","TBL","018"," ","date_assigned","datetime2(7)","NULL",
"xamdit_server","leads","TBL","019"," ","last_status_change","datetime2(7)","NULL",
"xamdit_server","leads","TBL","020"," ","added_from","int(10)","NOT NULL",
"xamdit_server","leads","TBL","021"," ","email","nvarchar(100)","NULL",
"xamdit_server","leads","TBL","022"," ","website","nvarchar(150)","NULL",
"xamdit_server","leads","TBL","023"," ","lead_order","int(10)","NULL",
"xamdit_server","leads","TBL","024"," ","phonenumber","nvarchar(50)","NULL",
"xamdit_server","leads","TBL","025"," ","date_converted","datetime2(7)","NULL",
"xamdit_server","leads","TBL","026"," ","lost","real(24)","NOT NULL",
"xamdit_server","leads","TBL","027"," ","junk","int(10)","NOT NULL",
"xamdit_server","leads","TBL","028"," ","last_lead_status","int(10)","NOT NULL",
"xamdit_server","leads","TBL","029"," ","is_imported_from_email_integration","real(24)","NOT NULL",
"xamdit_server","leads","TBL","030"," ","email_integration_uid","nvarchar(30)","NULL",
"xamdit_server","leads","TBL","031"," ","is_public","real(24)","NOT NULL",
"xamdit_server","leads","TBL","032"," ","default_language","nvarchar(40)","NULL",
"xamdit_server","leads","TBL","033"," ","client_id","int(10)","NOT NULL",
"xamdit_server","leads_email_integration","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","leads_email_integration","TBL","002"," ","active","int(10)","NOT NULL",
"xamdit_server","leads_email_integration","TBL","003"," ","email","nvarchar(100)","NOT NULL",
"xamdit_server","leads_email_integration","TBL","004"," ","imap_server","nvarchar(100)","NOT NULL",
"xamdit_server","leads_email_integration","TBL","005"," ","password","nvarchar(-1)","NOT NULL",
"xamdit_server","leads_email_integration","TBL","006"," ","check_every","int(10)","NOT NULL",
"xamdit_server","leads_email_integration","TBL","007"," ","responsible","int(10)","NOT NULL",
"xamdit_server","leads_email_integration","TBL","008"," ","lead_source","int(10)","NOT NULL",
"xamdit_server","leads_email_integration","TBL","009"," ","lead_status","int(10)","NOT NULL",
"xamdit_server","leads_email_integration","TBL","010"," ","encryption","nvarchar(3)","NULL",
"xamdit_server","leads_email_integration","TBL","011"," ","folder","nvarchar(100)","NOT NULL",
"xamdit_server","leads_email_integration","TBL","012"," ","last_run","nvarchar(50)","NULL",
"xamdit_server","leads_email_integration","TBL","013"," ","notify_lead_imported","real(24)","NOT NULL",
"xamdit_server","leads_email_integration","TBL","014"," ","notify_lead_contact_more_times","real(24)","NOT NULL",
"xamdit_server","leads_email_integration","TBL","015"," ","notify_type","nvarchar(20)","NULL",
"xamdit_server","leads_email_integration","TBL","016"," ","notify_ids","nvarchar(-1)","NULL",
"xamdit_server","leads_email_integration","TBL","017"," ","mark_public","int(10)","NOT NULL",
"xamdit_server","leads_email_integration","TBL","018"," ","only_loop_on_unseen_emails","real(24)","NOT NULL",
"xamdit_server","leads_email_integration","TBL","019"," ","delete_after_import","int(10)","NOT NULL",
"xamdit_server","leads_email_integration","TBL","020"," ","create_task_if_customer","int(10)","NOT NULL",
"xamdit_server","leads_sources","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","leads_sources","TBL","002"," ","name","nvarchar(150)","NOT NULL",
"xamdit_server","leads_status","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","leads_status","TBL","002"," ","name","nvarchar(50)","NOT NULL",
"xamdit_server","leads_status","TBL","003"," ","status_order","int(10)","NULL",
"xamdit_server","leads_status","TBL","004"," ","color","nvarchar(10)","NULL",
"xamdit_server","leads_status","TBL","005"," ","is_default","int(10)","NOT NULL",
"xamdit_server","mail_queue","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","mail_queue","TBL","002"," ","engine","nvarchar(40)","NULL",
"xamdit_server","mail_queue","TBL","003"," ","email","nvarchar(191)","NOT NULL",
"xamdit_server","mail_queue","TBL","004"," ","cc","nvarchar(-1)","NULL",
"xamdit_server","mail_queue","TBL","005"," ","bcc","nvarchar(-1)","NULL",
"xamdit_server","mail_queue","TBL","006"," ","message","nvarchar(-1)","NOT NULL",
"xamdit_server","mail_queue","TBL","007"," ","alt_message","nvarchar(-1)","NULL",
"xamdit_server","mail_queue","TBL","008"," ","status","nvarchar(255)","NULL",
"xamdit_server","mail_queue","TBL","009"," ","date","datetime2(7)","NULL",
"xamdit_server","mail_queue","TBL","010"," ","headers","nvarchar(-1)","NULL",
"xamdit_server","mail_queue","TBL","011"," ","attachments","nvarchar(-1)","NULL",
"xamdit_server","milestones","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","milestones","TBL","002"," ","name","nvarchar(191)","NOT NULL",
"xamdit_server","milestones","TBL","003"," ","description","nvarchar(-1)","NULL",
"xamdit_server","milestones","TBL","004"," ","description_visible_to_customer","real(24)","NULL",
"xamdit_server","milestones","TBL","005"," ","due_date","datetime2(7)","NOT NULL",
"xamdit_server","milestones","TBL","006"," ","project_id","int(10)","NOT NULL",
"xamdit_server","milestones","TBL","007"," ","color","nvarchar(10)","NULL",
"xamdit_server","milestones","TBL","008"," ","milestone_order","int(10)","NOT NULL",
"xamdit_server","milestones","TBL","009"," ","date_created","datetime2(7)","NOT NULL",
"xamdit_server","milestones","TBL","010","FK","projectsId","int(10)","NOT NULL",
"xamdit_server","modules","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","modules","TBL","002"," ","module_name","nvarchar(55)","NOT NULL",
"xamdit_server","modules","TBL","003"," ","installed_version","nvarchar(11)","NOT NULL",
"xamdit_server","modules","TBL","004"," ","active","real(24)","NOT NULL",
"xamdit_server","newsfeed_comment_likes","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","newsfeed_comment_likes","TBL","002"," ","post_id","int(10)","NOT NULL",
"xamdit_server","newsfeed_comment_likes","TBL","003"," ","comment_id","int(10)","NOT NULL",
"xamdit_server","newsfeed_comment_likes","TBL","004"," ","user_id","int(10)","NOT NULL",
"xamdit_server","newsfeed_comment_likes","TBL","005"," ","date_liked","datetime2(7)","NOT NULL",
"xamdit_server","newsfeed_post_comments","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","newsfeed_post_comments","TBL","002"," ","content","nvarchar(-1)","NULL",
"xamdit_server","newsfeed_post_comments","TBL","003"," ","user_id","int(10)","NOT NULL",
"xamdit_server","newsfeed_post_comments","TBL","004","FK","post_id","int(10)","NOT NULL",
"xamdit_server","newsfeed_post_comments","TBL","005"," ","date_added","datetime2(7)","NOT NULL",
"xamdit_server","newsfeed_post_likes","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","newsfeed_post_likes","TBL","002"," ","post_id","int(10)","NOT NULL",
"xamdit_server","newsfeed_post_likes","TBL","003"," ","user_id","int(10)","NOT NULL",
"xamdit_server","newsfeed_post_likes","TBL","004"," ","date_liked","datetime2(7)","NOT NULL",
"xamdit_server","newsfeed_posts","TBL","001","PK","post_id","int(10)","NOT NULL",
"xamdit_server","newsfeed_posts","TBL","002"," ","creator","int(10)","NOT NULL",
"xamdit_server","newsfeed_posts","TBL","003"," ","date_created","datetime2(7)","NOT NULL",
"xamdit_server","newsfeed_posts","TBL","004"," ","visibility","nvarchar(100)","NOT NULL",
"xamdit_server","newsfeed_posts","TBL","005"," ","content","nvarchar(-1)","NOT NULL",
"xamdit_server","newsfeed_posts","TBL","006"," ","pinned","int(10)","NOT NULL",
"xamdit_server","newsfeed_posts","TBL","007"," ","datepinned","datetime2(7)","NULL",
"xamdit_server","notes","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","notes","TBL","002"," ","rel_id","int(10)","NOT NULL",
"xamdit_server","notes","TBL","003"," ","rel_type","nvarchar(20)","NOT NULL",
"xamdit_server","notes","TBL","004"," ","description","nvarchar(-1)","NULL",
"xamdit_server","notes","TBL","005"," ","date_contacted","datetime2(7)","NULL",
"xamdit_server","notes","TBL","006"," ","added_from","int(10)","NOT NULL",
"xamdit_server","notes","TBL","007"," ","date_added","datetime2(7)","NOT NULL",
"xamdit_server","notifications","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","notifications","TBL","002"," ","is_read","int(10)","NOT NULL",
"xamdit_server","notifications","TBL","003"," ","is_read_inline","real(24)","NOT NULL",
"xamdit_server","notifications","TBL","004"," ","date","datetime2(7)","NOT NULL",
"xamdit_server","notifications","TBL","005"," ","description","nvarchar(-1)","NOT NULL",
"xamdit_server","notifications","TBL","006"," ","from_user_id","int(10)","NOT NULL",
"xamdit_server","notifications","TBL","007","FK","from_client_id","int(10)","NOT NULL",
"xamdit_server","notifications","TBL","008"," ","from_fullname","nvarchar(100)","NOT NULL",
"xamdit_server","notifications","TBL","009"," ","to_user_id","int(10)","NOT NULL",
"xamdit_server","notifications","TBL","010"," ","from_company","int(10)","NULL",
"xamdit_server","notifications","TBL","011"," ","link","nvarchar(-1)","NULL",
"xamdit_server","notifications","TBL","012"," ","additional_data","nvarchar(-1)","NULL",
"xamdit_server","options","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","options","TBL","002"," ","name","nvarchar(191)","NOT NULL",
"xamdit_server","options","TBL","003"," ","value","nvarchar(-1)","NOT NULL",
"xamdit_server","options","TBL","004"," ","autoload","real(24)","NOT NULL",
"xamdit_server","payment_modes","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","payment_modes","TBL","002"," ","name","nvarchar(100)","NOT NULL",
"xamdit_server","payment_modes","TBL","003"," ","description","nvarchar(-1)","NULL",
"xamdit_server","payment_modes","TBL","004"," ","show_on_pdf","int(10)","NOT NULL",
"xamdit_server","payment_modes","TBL","005"," ","invoices_only","int(10)","NOT NULL",
"xamdit_server","payment_modes","TBL","006"," ","expenses_only","int(10)","NOT NULL",
"xamdit_server","payment_modes","TBL","007"," ","selected_by_default","int(10)","NOT NULL",
"xamdit_server","payment_modes","TBL","008"," ","active","real(24)","NOT NULL",
"xamdit_server","pinned_projects","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","pinned_projects","TBL","002","FK","project_id","int(10)","NOT NULL",
"xamdit_server","pinned_projects","TBL","003","FK","staff_id","int(10)","NOT NULL",
"xamdit_server","project_activity","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","project_activity","TBL","002","FK","project_id","int(10)","NOT NULL",
"xamdit_server","project_activity","TBL","003","FK","staff_id","int(10)","NOT NULL",
"xamdit_server","project_activity","TBL","004","FK","contact_id","int(10)","NOT NULL",
"xamdit_server","project_activity","TBL","005"," ","fullname","nvarchar(100)","NULL",
"xamdit_server","project_activity","TBL","006"," ","visible_to_customer","int(10)","NOT NULL",
"xamdit_server","project_activity","TBL","007"," ","description_key","nvarchar(191)","NOT NULL",
"xamdit_server","project_activity","TBL","008"," ","additional_data","nvarchar(-1)","NULL",
"xamdit_server","project_activity","TBL","009"," ","date_added","datetime2(7)","NOT NULL",
"xamdit_server","project_discussion_comments","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","project_discussion_comments","TBL","002"," ","discussion_id","int(10)","NOT NULL",
"xamdit_server","project_discussion_comments","TBL","003"," ","discussion_type","nvarchar(10)","NOT NULL",
"xamdit_server","project_discussion_comments","TBL","004"," ","parent","int(10)","NULL",
"xamdit_server","project_discussion_comments","TBL","005"," ","created","datetime2(7)","NOT NULL",
"xamdit_server","project_discussion_comments","TBL","006"," ","modified","datetime2(7)","NULL",
"xamdit_server","project_discussion_comments","TBL","007"," ","content","nvarchar(-1)","NOT NULL",
"xamdit_server","project_discussion_comments","TBL","008","FK","staff_id","int(10)","NOT NULL",
"xamdit_server","project_discussion_comments","TBL","009","FK","contact_id","int(10)","NULL",
"xamdit_server","project_discussion_comments","TBL","010"," ","fullname","nvarchar(191)","NULL",
"xamdit_server","project_discussion_comments","TBL","011"," ","file_name","nvarchar(191)","NULL",
"xamdit_server","project_discussion_comments","TBL","012"," ","file_mime_type","nvarchar(70)","NULL",
"xamdit_server","project_discussions","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","project_discussions","TBL","002","FK","project_id","int(10)","NOT NULL",
"xamdit_server","project_discussions","TBL","003"," ","subject","nvarchar(191)","NOT NULL",
"xamdit_server","project_discussions","TBL","004"," ","description","nvarchar(-1)","NOT NULL",
"xamdit_server","project_discussions","TBL","005"," ","show_to_customer","real(24)","NOT NULL",
"xamdit_server","project_discussions","TBL","006"," ","date_created","datetime2(7)","NOT NULL",
"xamdit_server","project_discussions","TBL","007"," ","last_activity","datetime2(7)","NULL",
"xamdit_server","project_discussions","TBL","008","FK","staff_id","int(10)","NOT NULL",
"xamdit_server","project_discussions","TBL","009"," ","contact_id","int(10)","NOT NULL",
"xamdit_server","project_files","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","project_files","TBL","002"," ","file_name","nvarchar(191)","NOT NULL",
"xamdit_server","project_files","TBL","003"," ","subject","nvarchar(191)","NULL",
"xamdit_server","project_files","TBL","004"," ","description","nvarchar(-1)","NULL",
"xamdit_server","project_files","TBL","005"," ","file_type","nvarchar(50)","NULL",
"xamdit_server","project_files","TBL","006"," ","date_added","datetime2(7)","NOT NULL",
"xamdit_server","project_files","TBL","007"," ","last_activity","datetime2(7)","NULL",
"xamdit_server","project_files","TBL","008"," ","project_id","int(10)","NOT NULL",
"xamdit_server","project_files","TBL","009"," ","visible_to_customer","real(24)","NULL",
"xamdit_server","project_files","TBL","010","FK","staff_id","int(10)","NOT NULL",
"xamdit_server","project_files","TBL","011","FK","contact_id","int(10)","NOT NULL",
"xamdit_server","project_files","TBL","012"," ","external","nvarchar(40)","NULL",
"xamdit_server","project_files","TBL","013"," ","external_link","nvarchar(-1)","NULL",
"xamdit_server","project_files","TBL","014"," ","thumbnail_link","nvarchar(-1)","NULL",
"xamdit_server","project_members","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","project_members","TBL","002","FK","project_id","int(10)","NOT NULL",
"xamdit_server","project_members","TBL","003","FK","staff_id","int(10)","NOT NULL",
"xamdit_server","project_notes","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","project_notes","TBL","002","FK","project_id","int(10)","NOT NULL",
"xamdit_server","project_notes","TBL","003"," ","content","nvarchar(-1)","NOT NULL",
"xamdit_server","project_notes","TBL","004","FK","staff_id","int(10)","NOT NULL",
"xamdit_server","project_settings","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","project_settings","TBL","002","FK","project_id","int(10)","NOT NULL",
"xamdit_server","project_settings","TBL","003"," ","name","nvarchar(100)","NOT NULL",
"xamdit_server","project_settings","TBL","004"," ","value","nvarchar(-1)","NULL",
"xamdit_server","projects","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","projects","TBL","002"," ","name","nvarchar(191)","NOT NULL",
"xamdit_server","projects","TBL","003"," ","description","nvarchar(-1)","NULL",
"xamdit_server","projects","TBL","004"," ","status","int(10)","NOT NULL",
"xamdit_server","projects","TBL","005","FK","client_id","int(10)","NOT NULL",
"xamdit_server","projects","TBL","006"," ","billing_type","int(10)","NOT NULL",
"xamdit_server","projects","TBL","007"," ","start_date","datetime2(7)","NOT NULL",
"xamdit_server","projects","TBL","008"," ","deadline","datetime2(7)","NULL",
"xamdit_server","projects","TBL","009"," ","project_created","datetime2(7)","NOT NULL",
"xamdit_server","projects","TBL","010"," ","date_finished","datetime2(7)","NULL",
"xamdit_server","projects","TBL","011"," ","progress","int(10)","NULL",
"xamdit_server","projects","TBL","012"," ","progress_from_tasks","int(10)","NOT NULL",
"xamdit_server","projects","TBL","013"," ","project_cost","decimal(15,2)","NULL",
"xamdit_server","projects","TBL","014"," ","project_rate_per_hour","decimal(15,2)","NULL",
"xamdit_server","projects","TBL","015"," ","estimated_hours","decimal(15,2)","NULL",
"xamdit_server","projects","TBL","016"," ","added_from","int(10)","NOT NULL",
"xamdit_server","proposal_comments","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","proposal_comments","TBL","002"," ","content","nvarchar(-1)","NULL",
"xamdit_server","proposal_comments","TBL","003","FK","proposal_id","int(10)","NOT NULL",
"xamdit_server","proposal_comments","TBL","004","FK","staff_id","int(10)","NOT NULL",
"xamdit_server","proposal_comments","TBL","005"," ","date_added","datetime2(7)","NOT NULL",
"xamdit_server","proposals","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","proposals","TBL","002"," ","subject","nvarchar(191)","NULL",
"xamdit_server","proposals","TBL","003"," ","content","nvarchar(-1)","NULL",
"xamdit_server","proposals","TBL","004"," ","added_from","int(10)","NOT NULL",
"xamdit_server","proposals","TBL","005"," ","date_created","datetime2(7)","NOT NULL",
"xamdit_server","proposals","TBL","006"," ","total","decimal(15,2)","NULL",
"xamdit_server","proposals","TBL","007"," ","sub_total","decimal(15,2)","NOT NULL",
"xamdit_server","proposals","TBL","008"," ","total_tax","decimal(15,2)","NOT NULL",
"xamdit_server","proposals","TBL","009"," ","adjustment","decimal(15,2)","NULL",
"xamdit_server","proposals","TBL","010"," ","discount_percent","decimal(15,2)","NOT NULL",
"xamdit_server","proposals","TBL","011"," ","discount_total","decimal(15,2)","NOT NULL",
"xamdit_server","proposals","TBL","012"," ","discount_type","nvarchar(30)","NULL",
"xamdit_server","proposals","TBL","013"," ","show_quantity_as","int(10)","NOT NULL",
"xamdit_server","proposals","TBL","014"," ","currency","int(10)","NOT NULL",
"xamdit_server","proposals","TBL","015"," ","open_till","datetime2(7)","NULL",
"xamdit_server","proposals","TBL","016"," ","date","datetime2(7)","NOT NULL",
"xamdit_server","proposals","TBL","017"," ","rel_id","int(10)","NULL",
"xamdit_server","proposals","TBL","018"," ","rel_type","nvarchar(40)","NULL",
"xamdit_server","proposals","TBL","019"," ","assigned","int(10)","NULL",
"xamdit_server","proposals","TBL","020"," ","hash","nvarchar(32)","NOT NULL",
"xamdit_server","proposals","TBL","021"," ","proposal_to","nvarchar(191)","NULL",
"xamdit_server","proposals","TBL","022"," ","country","int(10)","NOT NULL",
"xamdit_server","proposals","TBL","023"," ","zip","nvarchar(50)","NULL",
"xamdit_server","proposals","TBL","024"," ","state","nvarchar(100)","NULL",
"xamdit_server","proposals","TBL","025"," ","city","nvarchar(100)","NULL",
"xamdit_server","proposals","TBL","026"," ","address","nvarchar(200)","NULL",
"xamdit_server","proposals","TBL","027"," ","email","nvarchar(150)","NULL",
"xamdit_server","proposals","TBL","028"," ","phone","nvarchar(50)","NULL",
"xamdit_server","proposals","TBL","029"," ","allow_comments","real(24)","NOT NULL",
"xamdit_server","proposals","TBL","030"," ","status","int(10)","NOT NULL",
"xamdit_server","proposals","TBL","031","FK","estimate_id","int(10)","NULL",
"xamdit_server","proposals","TBL","032","FK","invoice_id","int(10)","NULL",
"xamdit_server","proposals","TBL","033"," ","date_converted","datetime2(7)","NULL",
"xamdit_server","proposals","TBL","034"," ","pipeline_order","int(10)","NOT NULL",
"xamdit_server","proposals","TBL","035"," ","is_expiry_notified","int(10)","NOT NULL",
"xamdit_server","proposals","TBL","036"," ","acceptance_firstname","nvarchar(50)","NULL",
"xamdit_server","proposals","TBL","037"," ","acceptance_lastname","nvarchar(50)","NULL",
"xamdit_server","proposals","TBL","038"," ","acceptance_email","nvarchar(100)","NULL",
"xamdit_server","proposals","TBL","039"," ","acceptance_date","datetime2(7)","NULL",
"xamdit_server","proposals","TBL","040"," ","acceptance_ip","nvarchar(40)","NULL",
"xamdit_server","proposals","TBL","041"," ","signature","nvarchar(40)","NULL",
"xamdit_server","related_items","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","related_items","TBL","002"," ","rel_id","int(10)","NOT NULL",
"xamdit_server","related_items","TBL","003"," ","rel_type","nvarchar(30)","NOT NULL",
"xamdit_server","related_items","TBL","004"," ","item_id","int(10)","NOT NULL",
"xamdit_server","reminders","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","reminders","TBL","002"," ","description","nvarchar(-1)","NULL",
"xamdit_server","reminders","TBL","003"," ","date","datetime2(7)","NOT NULL",
"xamdit_server","reminders","TBL","004"," ","is_notified","int(10)","NOT NULL",
"xamdit_server","reminders","TBL","005"," ","rel_id","int(10)","NOT NULL",
"xamdit_server","reminders","TBL","006","FK","staff_id","int(10)","NOT NULL",
"xamdit_server","reminders","TBL","007"," ","rel_type","nvarchar(40)","NOT NULL",
"xamdit_server","reminders","TBL","008"," ","notify_by_email","int(10)","NOT NULL",
"xamdit_server","reminders","TBL","009"," ","creator","int(10)","NOT NULL",
"xamdit_server","roles","TBL","001","PK","role_id","int(10)","NOT NULL",
"xamdit_server","roles","TBL","002"," ","name","nvarchar(150)","NOT NULL",
"xamdit_server","roles","TBL","003"," ","permissions","nvarchar(-1)","NULL",
"xamdit_server","sales_activity","TBL","001","PK","id","int(10)","NOT NULL",
"xamdit_server","sales_activity","TBL","002"," ","rel_type","nvarchar(20)","NULL",
"xamdit_server","sales_activity","TBL","003"," ","rel_id","int(10)","NOT NULL",
"xamdit_server","sales_activity","TBL","004"," ","description","nvarchar(-1)","NOT NULL",
"xamdit_server","sales_activity","TBL","005"," ","additional_data","nvarchar(-1)","NULL",
